cylinders,make,model,VClass,year,baseModel,atvType
4.0,Ford,Mustang HO Coupe,Sedan,2023,Mustang,
4.0,Ford,Mustang Convertible,Sedan,2023,Mustang,
4.0,Ford,Mustang,Sedan,2023,Mustang,
8.0,Ford,Mustang Convertible,Sedan,2023,Mustang,
8.0,Ford,Mustang,Sedan,2023,Mustang,
8.0,Ford,Mustang Mach 1,Sedan,2023,Mustang,
4.0,Jeep,Cherokee 4WD,SUV,2023,Cherokee,
4.0,Honda,Accord Hybrid Sport/Touring,Sedan,2023,Accord,Hybrid
4.0,Hyundai,Tucson FWD,SUV,2023,Tucson,
6.0,Honda,Pilot FWD,SUV,2023,Pilot,
6.0,Chrysler,Voyager,Van,2023,Voyager,
6.0,Chrysler,Pacifica,Van,2023,Pacifica,
4.0,Ford,Transit Connect Wagon LWB FWD,Van,2023,Transit Connect,
4.0,Ford,Transit Connect Van FWD,Van,2023,Transit Connect,
6.0,Ram,1500 HFE 2WD,Truck,2023,1500,Hybrid
4.0,Ford,Maverick Tremor AWD,Truck,2023,Maverick,
4.0,Ford,Maverick AWD,Truck,2023,Maverick,
4.0,Ford,Maverick HEV FWD,Truck,2023,Maverick,Hybrid
4.0,Ford,Maverick FWD,Truck,2023,Maverick,
4.0,Honda,Accord Hybrid,Sedan,2023,Accord,Hybrid
4.0,Honda,Accord,Sedan,2023,Accord,
4.0,Toyota,Prius XLE/LTD,Sedan,2023,Prius,Hybrid
4.0,Toyota,Prius AWD XLE/LTD,Sedan,2023,Prius,Hybrid
4.0,Toyota,Prius AWD,Sedan,2023,Prius,Hybrid
4.0,Toyota,Prius,Sedan,2023,Prius,Hybrid
4.0,Toyota,Corolla Cross,SUV,2023,Corolla Cross,
4.0,Lincoln,Nautilus FWD,SUV,2023,Nautilus,
,Lucid,Air Touring AWD with 21 inch wheels,Sedan,2023,Air,EV
,Lucid,Air Touring AWD with 20 inch wheels,Sedan,2023,Air,EV
,Lucid,Air Touring AWD with 19 inch wheels,Sedan,2023,Air,EV
,Lucid,Air Pure AWD with 20 inch wheels,Sedan,2023,Air,EV
,Lucid,Air Pure AWD with 19 inch wheels,Sedan,2023,Air,EV
,Lucid,Air GT P AWD with 21 inch wheels,Sedan,2023,Air,EV
,Lucid,Air G Touring XR AWD with 21 inch wheels,Sedan,2023,Air,EV
,Lucid,Air G Touring XR AWD with 20 inch wheels,Sedan,2023,Air,EV
,Lucid,Air G Touring XR AWD with 19 inch wheels,Sedan,2023,Air,EV
8.0,Mercedes-Benz,GLS580 4matic,SUV,2023,GLS-Class,Hybrid
8.0,Mercedes-Benz,GLE580 4matic,SUV,2023,GLE-Class,Hybrid
8.0,Mercedes-Benz,GLS600 4matic Maybach,SUV,2023,GLS-Class,Hybrid
8.0,Mercedes-Benz,AMG GLS63 4matic Plus,SUV,2023,GLS-Class,Hybrid
8.0,Mercedes-Benz,AMG GLE63 S 4matic Plus,SUV,2023,GLE-Class,Hybrid
8.0,Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,SUV,2023,GLE-Class,Hybrid
4.0,Toyota,Corolla Cross 4WD,SUV,2023,Corolla Cross,
4.0,Jeep,Cherokee Trailhawk 4WD,SUV,2023,Cherokee,
,Rivian,R1T (20 inch wheels),Truck,2023,R1T,EV
,Rivian,R1T (21 inch wheels),Truck,2023,R1T,EV
,Rivian,R1S (20 inch wheels),SUV,2023,R1S,EV
4.0,Mazda,MX-5,Two Seaters,2023,MX-5,
,Ford,F-150 Lightning 4WD,Truck,2023,F-150 Lightning,EV
,Ford,F-150 Lightning Platinum 4WD,Truck,2023,F-150 Lightning,EV
,Ford,F-150 Lightning 4WD Extended Range,Truck,2023,F-150 Lightning,EV
4.0,Fiat,500X AWD,SUV,2023,500,
4.0,Ford,Escape FWD HEV,SUV,2023,Escape,Hybrid
3.0,Ford,Escape FWD,SUV,2023,Escape,
8.0,Mercedes-Benz,AMG E63 S 4matic Plus (SW),Sedan,2023,E-Class,
4.0,Toyota,Crown AWD,Sedan,2023,Crown,Hybrid
8.0,Mercedes-Benz,AMG E63 S 4matic Plus,Sedan,2023,E-Class,
6.0,Ford,Explorer Platinum HEV AWD,SUV,2023,Explorer,Hybrid
8.0,Mercedes-Benz,AMG GT 63 S 4matic Plus,Sedan,2023,AMG GT,
8.0,Mercedes-Benz,AMG GT 63 4matic Plus,Sedan,2023,AMG GT,
,Rivian,R1S (22 inch wheels),SUV,2023,R1S,EV
,Rivian,R1S (21 inch wheels),SUV,2023,R1S,EV
,Rivian,R1T (22 inch wheels),Truck,2023,R1T,EV
6.0,Ford,Expedition 4WD,SUV,2023,Expedition,
4.0,Ford,Explorer AWD,SUV,2023,Explorer,
6.0,Lincoln,Navigator 2WD,SUV,2023,Navigator,
6.0,Ford,Expedition 2WD,SUV,2023,Expedition,
4.0,Ford,Explorer RWD,SUV,2023,Explorer,
6.0,Ford,Explorer HEV RWD,SUV,2023,Explorer,Hybrid
6.0,Ford,Explorer Platinum HEV RWD,SUV,2023,Explorer,Hybrid
6.0,Ford,Explorer RWD,SUV,2023,Explorer,
8.0,Dodge,Charger,Sedan,2023,Charger,
6.0,Dodge,Charger,Sedan,2023,Charger,
4.0,Lincoln,Corsair AWD,SUV,2023,Corsair,
6.0,Lincoln,Nautilus AWD,SUV,2023,Nautilus,
4.0,Lincoln,Nautilus AWD,SUV,2023,Nautilus,
6.0,Chrysler,300,Sedan,2023,300,
4.0,Lincoln,Corsair FWD,SUV,2023,Corsair,
4.0,Lexus,RX 350h AWD,SUV,2023,RX,Hybrid
4.0,Lexus,RX 500h AWD,SUV,2023,RX,Hybrid
4.0,Jeep,Compass 4WD,SUV,2023,Compass,
6.0,Ford,Expedition Timberline AWD,SUV,2023,Expedition,
6.0,Chrysler,Pacifica AWD,Van,2023,Pacifica,
4.0,Ford,Bronco Sport 4WD,SUV,2023,Bronco Sport,
4.0,Ford,Escape AWD,SUV,2023,Escape,
3.0,Ford,Escape AWD,SUV,2023,Escape,
4.0,Ford,Escape AWD HEV,SUV,2023,Escape,Hybrid
8.0,Ram,1500 Classic 4WD,Truck,2023,1500,
6.0,Ford,Edge AWD,SUV,2023,Edge,
6.0,Ram,1500 Classic 4WD,Truck,2023,1500,
8.0,Ram,1500 Classic 2WD,Truck,2023,1500,
6.0,Ram,1500 Classic 2WD,Truck,2023,1500,
3.0,Ford,Bronco Sport 4WD,SUV,2023,Bronco Sport,
4.0,Mercedes-Benz,AMG GLA35 4matic,Sedan,2023,GLA-Class,
4.0,Mercedes-Benz,AMG GLB35 4matic,Sedan,2023,GLB-Class,
6.0,Dodge,Charger AWD,Sedan,2023,Charger,
8.0,Dodge,Charger SRT Widebody,Sedan,2023,Charger,
4.0,Ford,Edge AWD,SUV,2023,Edge,
4.0,Dodge,Hornet AWD,SUV,2023,Hornet,
8.0,Dodge,Charger Widebody,Sedan,2023,Charger,
3.0,Ford,Bronco Sport 4WD,SUV,2024,Bronco Sport,
4.0,Toyota,RAV4,SUV,2024,RAV4,
4.0,Mercedes-Benz,GLB250,SUV,2024,GLB-Class,Hybrid
4.0,Mercedes-Benz,GLA250,SUV,2024,GLA-Class,Hybrid
,Porsche,Taycan GTS Sport Turismo,Sedan,2024,Taycan,EV
6.0,Ford,Ranger RAPTOR 4WD,Truck,2024,Ranger,
,Porsche,Taycan GTS,Sedan,2024,Taycan,EV
,Porsche,Taycan 4S Performance Battery Plus,Sedan,2024,Taycan,EV
6.0,Lexus,LS 500,Sedan,2024,LS,
,Mercedes-Benz,EQS 580 4matic,Sedan,2024,EQS,EV
,Mercedes-Benz,EQS 450 Plus,Sedan,2024,EQS,EV
,Mercedes-Benz,EQS 450 4matic,Sedan,2024,EQS,EV
,Mercedes-Benz,AMG EQS 4matic Plus,Sedan,2024,EQS,EV
4.0,Ford,Ranger 4WD,Truck,2024,Ranger,
,Mercedes-Benz,EQE 500 4matic,Sedan,2024,EQE,EV
,Mercedes-Benz,EQE 350 Plus,Sedan,2024,EQE,EV
,Mercedes-Benz,EQE 350 4matic,Sedan,2024,EQE,EV
4.0,Ford,Bronco Sport 4WD,SUV,2024,Bronco Sport,
6.0,Honda,Passport AWD,SUV,2024,Passport,
,Mercedes-Benz,EQS 680 4matic Maybach (SUV),SUV,2024,EQS,EV
6.0,Ram,1500 HFE 2WD,Truck,2024,1500,Hybrid
,Porsche,Taycan Performance Battery Plus,Sedan,2024,Taycan,EV
4.0,Ford,Maverick Tremor AWD,Truck,2024,Maverick,
6.0,Lexus,LS 500h AWD,Sedan,2024,LS,Hybrid
4.0,Hyundai,Elantra Hybrid Blue,Sedan,2024,Elantra,Hybrid
4.0,Hyundai,Elantra Hybrid,Sedan,2024,Elantra,Hybrid
6.0,BMW,540i xDrive Sedan,Sedan,2024,5 Series,Hybrid
8.0,Bentley,Flying Spur,Sedan,2024,Flying Spur,
4.0,Toyota,Corolla Hatchback XSE,Sedan,2024,Corolla,
4.0,Toyota,Corolla Hatchback,Sedan,2024,Corolla,
4.0,Toyota,Corolla,Sedan,2024,Corolla,
6.0,Jeep,Wrangler 4dr 4WD,SUV,2024,Wrangler,
6.0,Lexus,LS 500 AWD,Sedan,2024,LS,
4.0,Ford,Ranger 2WD,Truck,2024,Ranger,
4.0,Toyota,Crown AWD,Sedan,2024,Crown,Hybrid
4.0,Hyundai,Sonata AWD,Sedan,2024,Sonata,
4.0,Hyundai,Sonata FWD,Sedan,2024,Sonata,
4.0,Volkswagen,Arteon 4motion,Sedan,2024,Arteon,
4.0,Mercedes-Benz,AMG GLA35 4matic,Sedan,2024,GLA-Class,Hybrid
,Porsche,Taycan Performance Battery,Sedan,2024,Taycan,EV
4.0,Mercedes-Benz,AMG GLB35 4matic,Sedan,2024,GLB-Class,Hybrid
4.0,Ford,Maverick FWD,Truck,2024,Maverick,
4.0,Ford,Maverick HEV FWD,Truck,2024,Maverick,Hybrid
4.0,GMC,Canyon 2WD,Truck,2024,Canyon,
4.0,Ford,Maverick AWD,Truck,2024,Maverick,
6.0,Jeep,Wrangler 2dr 4WD,SUV,2024,Wrangler,
4.0,Toyota,RAV4 Hybrid AWD,SUV,2024,RAV4,Hybrid
4.0,Kia,Sportage Hybrid FWD,SUV,2024,Sportage,Hybrid
6.0,Chevrolet,Tahoe 4WD,SUV,2024,Tahoe,Diesel
8.0,Chevrolet,Suburban 4WD,SUV,2024,Suburban,
8.0,Chevrolet,Tahoe 4WD,SUV,2024,Tahoe,
4.0,Toyota,Corolla Hybrid AWD,Sedan,2024,Corolla,Hybrid
6.0,Chevrolet,Suburban 4WD,SUV,2024,Suburban,Diesel
,Audi,SQ8 Sportback e-tron (20 inch wheels),SUV,2024,SQ8 e-tron,EV
,Audi,SQ8 Sportback e-tron (21/22 inch wheels),SUV,2024,SQ8 e-tron,EV
,Chevrolet,Blazer EV AWD,SUV,2024,Blazer,EV
,Chevrolet,Silverado EV,Truck,2024,Silverado,EV
,Genesis,Electrified G80,Sedan,2024,G80,EV
,Genesis,GV60 Standard,SUV,2024,GV60,EV
,Hyundai,Kona Electric Long Range,SUV,2024,Kona,EV
,Kia,EV9 Long Range RWD,SUV,2024,EV9,EV
6.0,Cadillac,Escalade 4WD,SUV,2024,Escalade,Diesel
8.0,Cadillac,Escalade 4WD,SUV,2024,Escalade,
6.0,Dodge,Durango AWD,SUV,2024,Durango,
8.0,Dodge,Durango SRT AWD,SUV,2024,Durango,
,Audi,SQ8 e-tron (21/22 inch wheels),SUV,2024,SQ8 e-tron,EV
,Audi,SQ8 e-tron (20 inch wheels),SUV,2024,SQ8 e-tron,EV
,Audi,Q8 Sportback e-tron quattro,SUV,2024,Q8 e-tron,EV
6.0,Toyota,4Runner 4WD,SUV,2024,4Runner,
8.0,Nissan,Armada 4WD,SUV,2024,Armada,
8.0,Mercedes-Benz,G550,SUV,2024,G-Class,
8.0,Dodge,Durango AWD,SUV,2024,Durango,
6.0,Lexus,LX 600,SUV,2024,LX,
6.0,GMC,Yukon 4WD,SUV,2024,Yukon,Diesel
6.0,GMC,Yukon XL 4WD,SUV,2024,Yukon,Diesel
8.0,GMC,Yukon XL 4WD,SUV,2024,Yukon,
8.0,GMC,Yukon 4WD,SUV,2024,Yukon,
8.0,Jeep,Grand Cherokee L 4WD,SUV,2024,Grand Cherokee,
4.0,Kia,Sportage Hybrid AWD,SUV,2024,Sportage,Hybrid
6.0,Audi,Q8 quattro,SUV,2024,Q8,Hybrid
8.0,Aston Martin,DBX V8,SUV,2024,DBX V8,
,Lucid,Air Pure RWD with 20 inch wheels,Sedan,2024,Air,EV
,Lucid,Air Sapphire AWD,Sedan,2024,Air,EV
,Mercedes-Benz,AMG EQE 4matic Plus,Sedan,2024,EQE,EV
6.0,Cadillac,Escalade 2WD,SUV,2024,Escalade,Diesel
8.0,Cadillac,Escalade 2WD,SUV,2024,Escalade,
4.0,Toyota,Venza AWD,SUV,2024,Venza,Hybrid
4.0,Toyota,RAV4 Hybrid AWD Woodland Edition,SUV,2024,RAV4,Hybrid
,Lucid,Air Pure RWD with 19 inch wheels,Sedan,2024,Air,EV
4.0,Toyota,RAV4 AWD LE,SUV,2024,RAV4,
4.0,Toyota,RAV4 AWD,SUV,2024,RAV4,
4.0,Mercedes-Benz,GLB250 4matic,SUV,2024,GLB-Class,Hybrid
4.0,Mercedes-Benz,GLA250 4matic,SUV,2024,GLA-Class,Hybrid
4.0,Mazda,CX-30 4WD,SUV,2024,CX-30,
4.0,Mazda,CX-5 4WD,SUV,2024,CX-5,
4.0,Toyota,RAV4 AWD TRD OFFROAD,SUV,2024,RAV4,
8.0,Aston Martin,DBX 707,SUV,2024,DBX 707,
,Kia,EV9 Long Range AWD GT-Line,SUV,2024,EV9,EV
,Kia,EV9 Standard Range RWD,SUV,2024,EV9,EV
6.0,Toyota,4Runner 2WD,SUV,2024,4Runner,
8.0,Nissan,Armada 2WD,SUV,2024,Armada,
6.0,GMC,Yukon XL 2WD,SUV,2024,Yukon,Diesel
6.0,GMC,Yukon 2WD,SUV,2024,Yukon,Diesel
8.0,GMC,Yukon XL 2WD,SUV,2024,Yukon,
8.0,GMC,Yukon 2WD,SUV,2024,Yukon,
,Kia,EV9 Long Range AWD,SUV,2024,EV9,EV
6.0,Dodge,Durango RWD,SUV,2024,Durango,
6.0,Chevrolet,Suburban 2WD,SUV,2024,Suburban,Diesel
6.0,Chevrolet,Tahoe 2WD,SUV,2024,Tahoe,Diesel
8.0,Chevrolet,Suburban 2WD,SUV,2024,Suburban,
8.0,Chevrolet,Tahoe 2WD,SUV,2024,Tahoe,
8.0,Dodge,Durango RWD,SUV,2024,Durango,
6.0,Porsche,911 Carrera GTS,Sedan,2024,911,
4.0,Toyota,Corolla Hybrid,Sedan,2024,Corolla,Hybrid
12.0,Bentley,Flying Spur,Sedan,2024,Flying Spur,
4.0,Nissan,Versa,Sedan,2024,Versa,
4.0,Mercedes-Benz,C300,Sedan,2024,C-Class,Hybrid
3.0,Toyota,GR Corolla,Sedan,2024,Corolla,
8.0,Ferrari,Roma Spider,Sedan,2024,Roma,
6.0,Maserati,Ghibli Modena AWD,Sedan,2024,Ghibli,
12.0,Bentley,Continental GTC,Sedan,2024,Continental,
6.0,Toyota,Sequoia 4WD,SUV,2024,Sequoia,Hybrid
4.0,Subaru,Ascent Limited/Touring/Onyx AWD,SUV,2024,Ascent,
4.0,Subaru,Ascent,SUV,2024,Ascent,
6.0,Nissan,Pathfinder 4WD Platinum,SUV,2024,Pathfinder,
8.0,Mercedes-Benz,GLS600 4matic Maybach,SUV,2024,GLS-Class,Hybrid
6.0,Lincoln,Navigator 4WD,SUV,2024,Navigator,
8.0,Chevrolet,Corvette E-RAY,Two Seaters,2024,Corvette,Hybrid
4.0,Nissan,Kicks,Sedan,2024,Kicks,
4.0,Nissan,Sentra,Sedan,2024,Sentra,
4.0,Nissan,Sentra SR,Sedan,2024,Sentra,
4.0,Acura,RDX AWD,SUV,2024,RDX,
4.0,Mercedes-Benz,GLC300,SUV,2024,GLC-Class,Hybrid
4.0,Infiniti,QX50,SUV,2024,QX50,
4.0,Toyota,Sienna AWD,Van,2024,Sienna,Hybrid
6.0,Chrysler,Pacifica AWD,Van,2024,Pacifica,
4.0,Toyota,Sienna 2WD,Van,2024,Sienna,Hybrid
6.0,Nissan,Frontier 4WD PRO4X,Truck,2024,Frontier,
6.0,Nissan,Frontier 4WD,Truck,2024,Frontier,
6.0,Nissan,Frontier 2WD,Truck,2024,Frontier,
8.0,Mercedes-Benz,S580 4matic,Sedan,2024,S-Class,Hybrid
8.0,Mercedes-Benz,S580 4matic Maybach,Sedan,2024,S-Class,Hybrid
4.0,Toyota,Prius XLE/LTD,Sedan,2024,Prius,Hybrid
4.0,Toyota,Prius AWD XLE/LTD,Sedan,2024,Prius,Hybrid
4.0,Toyota,Prius AWD,Sedan,2024,Prius,Hybrid
4.0,Toyota,Prius,Sedan,2024,Prius,Hybrid
6.0,Land Rover,Defender 130 Outbound,SUV,2024,Defender,Hybrid
4.0,Acura,RDX AWD A-SPEC,SUV,2024,RDX,
6.0,Land Rover,Defender 130 P400 MHEV,SUV,2024,Defender,Hybrid
8.0,Land Rover,Defender 110,SUV,2024,Defender,
6.0,Honda,Pilot AWD Touring/Elite/Black,SUV,2024,Pilot,
6.0,Honda,Pilot AWD,SUV,2024,Pilot,
6.0,Ford,Expedition Timberline AWD,SUV,2024,Expedition,
6.0,Ford,Expedition 4WD,SUV,2024,Expedition,
8.0,Cadillac,Escalade V AWD,SUV,2024,Escalade,
8.0,Audi,SQ8,SUV,2024,SQ8,
6.0,Honda,Pilot AWD TrailSport,SUV,2024,Pilot,
4.0,Audi,Q7 quattro,SUV,2024,Q7,
8.0,Audi,SQ7,SUV,2024,SQ7,
6.0,Audi,Q7 quattro,SUV,2024,Q7,Hybrid
6.0,Toyota,Sequoia 2WD,SUV,2024,Sequoia,Hybrid
6.0,Jeep,Grand Cherokee L 2WD,SUV,2024,Grand Cherokee,
6.0,Jeep,Grand Cherokee 2WD,SUV,2024,Grand Cherokee,
6.0,Jeep,Wagoneer 2WD,SUV,2024,Wagoneer,
8.0,Audi,RS Q8,SUV,2024,RS Q8,Hybrid
6.0,Infiniti,QX60 AWD,SUV,2024,QX60,
6.0,Jeep,Wagoneer 4WD,SUV,2024,Wagoneer,
6.0,Jeep,Wagoneer L 4WD,SUV,2024,Wagoneer,
8.0,Land Rover,Defender 90,SUV,2024,Defender,
6.0,Land Rover,Defender 90 MHEV,SUV,2024,Defender,Hybrid
4.0,Land Rover,Defender 90,SUV,2024,Defender,
6.0,Land Rover,Defender 110 MHEV,SUV,2024,Defender,Hybrid
4.0,Land Rover,Defender 110,SUV,2024,Defender,
8.0,Land Rover,Range Rover SV LWB MHEV,SUV,2024,Range Rover,Hybrid
8.0,Land Rover,Range Rover SV MHEV,SUV,2024,Range Rover,Hybrid
8.0,Land Rover,Range Rover Sport SVR MHEV,SUV,2024,Range Rover,Hybrid
8.0,Land Rover,Range Rover Sport MHEV,SUV,2024,Range Rover,Hybrid
8.0,Land Rover,Range Rover LWB MHEV,SUV,2024,Range Rover,Hybrid
8.0,Land Rover,Range Rover MHEV,SUV,2024,Range Rover,Hybrid
6.0,Jeep,Grand Cherokee 4WD,SUV,2024,Grand Cherokee,
6.0,Jeep,Grand Cherokee L 4WD,SUV,2024,Grand Cherokee,
6.0,Jeep,Grand Wagoneer L 4WD,SUV,2024,Grand Wagoneer,
6.0,Jeep,Grand Wagoneer 4WD,SUV,2024,Grand Wagoneer,
6.0,Land Rover,Defender 130 P300 MHEV,SUV,2024,Defender,Hybrid
,Porsche,Taycan Turbo,Sedan,2024,Taycan,EV
4.0,Infiniti,QX55 AWD,SUV,2024,QX55,
6.0,Lexus,RC 350,Sedan,2024,RC,
6.0,Lexus,RC 300 AWD,Sedan,2024,RC,
8.0,Bentley,Continental GT,Sedan,2024,Continental,
12.0,Bentley,Continental GT,Sedan,2024,Continental,
6.0,Porsche,911 Targa 4 GTS,Sedan,2024,911,
6.0,Lexus,RC 350 AWD,Sedan,2024,RC,
6.0,Porsche,911 Carrera 4 GTS Cabriolet,Sedan,2024,911,
6.0,Porsche,911 Carrera 4 GTS,Sedan,2024,911,
6.0,Porsche,911 Carrera GTS Cabriolet,Sedan,2024,911,
6.0,Porsche,911 Targa 4,Sedan,2024,911,
4.0,Lexus,RC 300,Sedan,2024,RC,
8.0,Lexus,RC F,Sedan,2024,RC,
4.0,Genesis,G70 AWD,Sedan,2024,G70,
8.0,Mercedes-Benz,AMG GT 63 4matic Plus,Sedan,2024,AMG GT,
4.0,Mercedes-Benz,CLA250,Sedan,2024,CLA-Class,Hybrid
4.0,Mercedes-Benz,CLA250 4matic,Sedan,2024,CLA-Class,Hybrid
4.0,Mercedes-Benz,AMG CLA45 S 4matic,Sedan,2024,CLA-Class,
4.0,Mercedes-Benz,AMG CLA35 4matic,Sedan,2024,CLA-Class,Hybrid
4.0,Mercedes-Benz,C300 4matic,Sedan,2024,C-Class,Hybrid
4.0,Mazda,3 4-Door 4WD,Sedan,2024,3,
4.0,Mazda,3 4-Door 2WD,Sedan,2024,3,
4.0,Lexus,IS 300,Sedan,2024,IS,
8.0,Lexus,IS 500,Sedan,2024,IS,
6.0,Lexus,IS 350 AWD,Sedan,2024,IS,
6.0,Lexus,IS 350,Sedan,2024,IS,
6.0,Lexus,IS 300 AWD,Sedan,2024,IS,
4.0,Genesis,G70 RWD,Sedan,2024,G70,
6.0,Porsche,911 Targa 4S,Sedan,2024,911,
4.0,Infiniti,QX50 AWD,SUV,2024,QX50,
6.0,Porsche,911 Carrera 4 Cabriolet,Sedan,2024,911,
4.0,Alfa Romeo,Tonale eAWD,SUV,2024,Tonale eAWD,Plug-in Hybrid
4.0,Lexus,TX 350 AWD,SUV,2024,TX,
4.0,Lexus,TX 500h AWD,SUV,2024,TX,Hybrid
6.0,Land Rover,Range Rover Sport P400 MHEV,SUV,2024,Range Rover,Hybrid
6.0,Land Rover,Range Rover Sport P360 MHEV,SUV,2024,Range Rover,Hybrid
6.0,Land Rover,Range Rover P360 LWB MHEV,SUV,2024,Range Rover,Hybrid
4.0,Dodge,Hornet PHEV AWD,SUV,2024,Hornet,Plug-in Hybrid
6.0,Land Rover,Range Rover P400 LWB MHEV,SUV,2024,Range Rover,Hybrid
6.0,Land Rover,Range Rover P360 MHEV,SUV,2024,Range Rover,Hybrid
6.0,Land Rover,Discovery MHEV,SUV,2024,Discovery,Hybrid
12.0,Ferrari,Purosangue,SUV,2024,Purosangue,
4.0,Lexus,TX 350,SUV,2024,TX,
4.0,Mercedes-Benz,GLC300 4matic Coupe,SUV,2024,GLC-Class,Hybrid
4.0,Mercedes-Benz,GLC300 4matic,SUV,2024,GLC-Class,Hybrid
6.0,Land Rover,Range Rover P400 MHEV,SUV,2024,Range Rover,Hybrid
6.0,Chrysler,Pacifica Hybrid,Van,2024,Pacifica,Plug-in Hybrid
4.0,Jeep,Grand Cherokee 4xe,SUV,2024,Grand Cherokee,Plug-in Hybrid
4.0,Jeep,Wrangler 4dr 4xe,SUV,2024,Wrangler,Plug-in Hybrid
6.0,Porsche,911 Carrera 4,Sedan,2024,911,
6.0,Porsche,911 Carrera 4S Cabriolet,Sedan,2024,911,
6.0,Porsche,911 Carrera 4S,Sedan,2024,911,
6.0,Porsche,911 Carrera S Cabriolet,Sedan,2024,911,
6.0,Porsche,911 Carrera S,Sedan,2024,911,
6.0,Porsche,911 Carrera Cabriolet,Sedan,2024,911,
6.0,Porsche,911 Carrera,Sedan,2024,911,
8.0,Bentley,Continental GTC,Sedan,2024,Continental,
8.0,Aston Martin,DB12 V8,Sedan,2024,DB12 V8,
6.0,Maserati,MC20 Spyder,Two Seaters,2024,MC20,
6.0,Maserati,MC20,Two Seaters,2024,MC20,
6.0,Porsche,911 Dakar,Sedan,2024,911,
,Porsche,Taycan Turbo S,Sedan,2024,Taycan,EV
6.0,Ford,F150 RAPTOR 4WD,Truck,2024,F150,
,Porsche,Taycan Turbo Cross Turismo,Sedan,2024,Taycan,EV
,Mercedes-Benz,EQE 350 4matic (SUV),SUV,2024,EQE,EV
,Mercedes-Benz,EQS 450 Plus (SUV),SUV,2024,EQS,EV
,Mercedes-Benz,EQE 350 Plus (SUV),SUV,2024,EQE,EV
,Mercedes-Benz,EQB 350 4matic,SUV,2024,EQB,EV
,Mercedes-Benz,EQB 250 Plus,SUV,2024,EQB,EV
,Maserati,Granturismo Folgore,Sedan,2024,Granturismo,EV
,Maserati,Grancabrio Folgore,Sedan,2024,Grancabrio,EV
,Mercedes-Benz,EQE 500 4matic (SUV),SUV,2024,EQE,EV
,Lucid,Air Touring AWD with 21inch wheels,Sedan,2024,Air,EV
,Lucid,Air Touring AWD with 19 inch wheels,Sedan,2024,Air,EV
,Lucid,Air G Touring XR AWD with 21 inch wheels,Sedan,2024,Air,EV
,Lucid,Air G Touring XR AWD with 20 inch wheels,Sedan,2024,Air,EV
,Lucid,Air G Touring XR AWD with19 inch wheels,Sedan,2024,Air,EV
,Lexus,RZ 450e AWD (20 inch wheels),SUV,2024,RZ,EV
,Lexus,RZ 450e AWD (18 inch wheels),SUV,2024,RZ,EV
,Lexus,RZ 300e (20 inch wheels),SUV,2024,RZ,EV
,Lucid,Air Touring AWD with 20 inch wheels,Sedan,2024,Air,EV
,Mercedes-Benz,EQS 450 4matic (SUV),SUV,2024,EQS,EV
,Mercedes-Benz,EQS 580 4matic (SUV),SUV,2024,EQS,EV
,Rivian,R1T Dual Large (22in),Truck,2024,R1T,EV
,Rivian,R1T Dual Large (21in),Truck,2024,R1T,EV
,Rivian,R1T AT Performance Dual Standard Plus (20in),Truck,2024,R1T,EV
,Rivian,R1T All-Terrain Quad Large (20in),Truck,2024,R1T,EV
,Rivian,R1T All-Terrain Performance Dual Max (20in),Truck,2024,R1T,EV
,Rivian,R1T All-Terrain Performance Dual Large (20in),Truck,2024,R1T,EV
,Rivian,R1T All-Terrain Dual Standard Plus (20in),Truck,2024,R1T,EV
,Rivian,R1T All-Terrain Dual Max (20in),Truck,2024,R1T,EV
,Rivian,R1T All-Terrain Dual Large (20in),Truck,2024,R1T,EV
,Porsche,Taycan 4S Cross Turismo,Sedan,2024,Taycan,EV
,Nissan,ARIYA VENTURE Plus FWD 87kWh,Sedan,2024,ARIYA,EV
,Nissan,ARIYA PLATINUM+ e-4ORCE 87kWh 20in. Wheels,Sedan,2024,ARIYA,EV
,Nissan,ARIYA PLATINUM+ e-4ORCE 87kWh 19in. Wheels,Sedan,2024,ARIYA,EV
,Nissan,ARIYA EVOLVE+/EMPOWER+ FWD 87kWh,Sedan,2024,ARIYA,EV
,Nissan,ARIYA ENGAGE+/EVOLVE+ e-4ORCE 87kWh,Sedan,2024,ARIYA,EV
,Nissan,ARIYA ENGAGE FWD 63kWh,Sedan,2024,ARIYA,EV
,Nissan,ARIYA ENGAGE e-4ORCE 63kWh,Sedan,2024,ARIYA,EV
,Lexus,RZ 300e (18 inch wheels),SUV,2024,RZ,EV
,Rivian,R1T Dual Max (21in),Truck,2024,R1T,EV
,Hyundai,Kona Electric Standard Range,SUV,2024,Kona,EV
,Honda,Prologue AWD Elite,SUV,2024,Prologue,EV
4.0,Toyota,Land Cruiser,SUV,2024,Land Cruiser,Hybrid
6.0,Porsche,Panamera 4,Sedan,2024,Panamera,
4.0,Mercedes-Benz,CLE300 4matic (Coupe),Sedan,2024,CLE-Class,Hybrid
6.0,Porsche,718 Spyder RS,Two Seaters,2024,718,
6.0,Porsche,911 S/T,Two Seaters,2024,911,
4.0,Mazda,MX-5,Two Seaters,2024,MX-5,
,Acura,ZDX AWD,SUV,2024,ZDX,EV
4.0,Toyota,Highlander Hybrid AWD,SUV,2024,Highlander,Hybrid
