cylinders,make,model,VClass,year,baseModel,atvType
10.0,Lamborghini,Huracan Coupe,Two Seaters,2023,Huracan,
10.0,Lamborghini,Huracan Coupe 2WD,Two Seaters,2023,Huracan,
10.0,Lamborghini,Huracan Spyder,Two Seaters,2023,Huracan,
4.0,Genesis,G80 RWD,Sedan,2023,G80,
4.0,Mitsubishi,Eclipse Cross ES 4WD,SUV,2023,Eclipse Cross,
4.0,Genesis,G80 AWD,Sedan,2023,G80,
4.0,Hyundai,Elantra Hybrid,Sedan,2023,Elantra,Hybrid
4.0,MINI,John Cooper Works Convertible,Sedan,2023,John Cooper Works,
6.0,BMW,840i Coupe,Sedan,2023,8 Series,
6.0,BMW,840i xDrive Coupe,Sedan,2023,8 Series,
6.0,BMW,840i Convertible,Sedan,2023,8 Series,
6.0,BMW,840i xDrive Convertible,Sedan,2023,8 Series,
4.0,MINI,Cooper S Hardtop 2 door,Sedan,2023,Cooper,
4.0,MINI,Cooper S Hardtop 4 door,Sedan,2023,Cooper,
4.0,MINI,John Cooper Works Hardtop 2 door,Sedan,2023,John Cooper Works,
4.0,BMW,430i xDrive Gran Coupe,Sedan,2023,4 Series,
4.0,BMW,X2 xDrive28i,Sedan,2023,X2,
4.0,BMW,X2 sDrive28i,Sedan,2023,X2,
6.0,BMW,840i Gran Coupe,Sedan,2023,8 Series,
6.0,BMW,840i xDrive Gran Coupe,Sedan,2023,8 Series,
4.0,MINI,Cooper S Clubman,Sedan,2023,Clubman,
4.0,MINI,Cooper S Countryman,Sedan,2023,Countryman,
4.0,MINI,Cooper S Countryman All4,Sedan,2023,Countryman,
4.0,MINI,Cooper S Clubman All4,Sedan,2023,Clubman,
6.0,Genesis,G90 MHEV,Sedan,2023,G90,Hybrid
4.0,Subaru,BRZ,Sedan,2023,BRZ,
8.0,Chevrolet,Corvette,Two Seaters,2023,Corvette,
4.0,Hyundai,Elantra,Sedan,2023,Elantra,
4.0,Hyundai,Elantra Hybrid Blue,Sedan,2023,Elantra,Hybrid
4.0,Audi,TT Coupe,Sedan,2023,TT,
4.0,Audi,TTS Coupe,Sedan,2023,TTS Coupe,
4.0,BMW,230i Coupe,Sedan,2023,2 Series,
4.0,Audi,A4 quattro,Sedan,2023,A4,Hybrid
4.0,Kia,Rio,Sedan,2023,Rio,
4.0,Volkswagen,GLI,Sedan,2023,GLI,
4.0,Audi,A6 quattro,Sedan,2023,A6,Hybrid
6.0,Audi,A7,Sedan,2023,A7,Hybrid
6.0,Audi,A6 quattro,Sedan,2023,A6,Hybrid
4.0,Audi,A5 Sportback S-Line quattro,Sedan,2023,A5,Hybrid
4.0,Audi,A5 Sportback quattro,Sedan,2023,A5,Hybrid
6.0,Audi,S6,Sedan,2023,S6,Hybrid
6.0,Audi,S7,Sedan,2023,S7,Hybrid
8.0,Cadillac,CT5 V,Sedan,2023,CT5,
6.0,BMW,740i Sedan,Sedan,2023,7 Series,Hybrid
8.0,BMW,760i xDrive Sedan,Sedan,2023,7 Series,Hybrid
12.0,Rolls-Royce,Phantom,Sedan,2023,Phantom,
12.0,Rolls-Royce,Phantom Extended,Sedan,2023,Phantom,
12.0,Rolls-Royce,Ghost,Sedan,2023,Ghost,
12.0,Rolls-Royce,Ghost Extended,Sedan,2023,Ghost,
12.0,Rolls-Royce,Ghost Black Badge,Sedan,2023,Ghost,
4.0,Volkswagen,Arteon,Sedan,2023,Arteon,
4.0,Volkswagen,Arteon 4motion,Sedan,2023,Arteon,
4.0,Audi,A4 allroad quattro,Sedan,2023,A4,Hybrid
4.0,Kia,Niro,Sedan,2023,Niro,Hybrid
4.0,Kia,Niro FE,Sedan,2023,Niro,Hybrid
6.0,Audi,A6 Allroad,Sedan,2023,A6,Hybrid
12.0,Rolls-Royce,Cullinan,Sedan,2023,Cullinan,
12.0,Rolls-Royce,Cullinan Black Badge,Sedan,2023,Cullinan,
4.0,Volkswagen,Atlas,SUV,2023,Atlas,
4.0,Volkswagen,Atlas Cross Sport,SUV,2023,Atlas,
4.0,Audi,A4 S-Line quattro,Sedan,2023,A4,Hybrid
6.0,Volkswagen,Atlas,SUV,2023,Atlas,
6.0,BMW,M4 CSL Coupe,Sedan,2023,M,
4.0,Audi,A5 Coupe quattro,Sedan,2023,A5,Hybrid
4.0,Hyundai,Santa Fe AWD,SUV,2023,Santa Fe,
8.0,Cadillac,Escalade 2WD,SUV,2023,Escalade,
8.0,Chevrolet,Tahoe 2WD,SUV,2023,Tahoe,
8.0,Chevrolet,Suburban 2WD,SUV,2023,Suburban,
8.0,GMC,Yukon 2WD,SUV,2023,Yukon,
8.0,GMC,Yukon XL 2WD,SUV,2023,Yukon,
6.0,Audi,Q7,SUV,2023,Q7,Hybrid
6.0,Audi,Q8,SUV,2023,Q8,Hybrid
6.0,BMW,X7 xDrive40i,SUV,2023,X7,Hybrid
8.0,BMW,X7 M60i xDrive,SUV,2023,X7,Hybrid
8.0,Cadillac,Escalade 4WD,SUV,2023,Escalade,
8.0,Chevrolet,Tahoe 4WD,SUV,2023,Tahoe,
8.0,Chevrolet,Suburban 4WD,SUV,2023,Suburban,
8.0,GMC,Yukon 4WD,SUV,2023,Yukon,
8.0,GMC,Yukon XL 4WD,SUV,2023,Yukon,
6.0,Land Rover,Defender 130 P300 MHEV,SUV,2023,Defender,Hybrid
6.0,Land Rover,Defender 130 P400 MHEV,SUV,2023,Defender,Hybrid
10.0,Audi,R8 Coupe quattro,Two Seaters,2023,R8,
10.0,Audi,R8 Spyder quattro,Two Seaters,2023,R8,
10.0,Audi,R8 Coupe RWD,Two Seaters,2023,R8,
10.0,Audi,R8 Spyder RWD,Two Seaters,2023,R8,
4.0,Audi,A5 Cabriolet quattro,Sedan,2023,A5,Hybrid
4.0,BMW,X1 xDrive28i,SUV,2023,X1,
6.0,Volkswagen,Atlas Cross Sport,SUV,2023,Atlas,
4.0,Audi,Q5 quattro,SUV,2023,Q5,Hybrid
6.0,Toyota,Camry,Sedan,2023,Camry,
6.0,Toyota,Camry TRD,Sedan,2023,Camry,
6.0,Toyota,Camry XSE,Sedan,2023,Camry,
4.0,Toyota,Camry AWD LE/SE,Sedan,2023,Camry,
4.0,Toyota,Camry AWD XLE/XSE,Sedan,2023,Camry,
4.0,Toyota,Camry LE/SE,Sedan,2023,Camry,
4.0,Toyota,Camry XLE/XSE,Sedan,2023,Camry,
4.0,Toyota,Camry Hybrid LE,Sedan,2023,Camry,Hybrid
4.0,Toyota,Camry Hybrid SE/XLE/XSE,Sedan,2023,Camry,Hybrid
6.0,Porsche,Panamera,Sedan,2023,Panamera,
6.0,Porsche,Panamera 4S,Sedan,2023,Panamera,
6.0,Porsche,Panamera 4S Executive,Sedan,2023,Panamera,
6.0,Porsche,Panamera 4S ST,Sedan,2023,Panamera,
6.0,Porsche,Panamera 4,Sedan,2023,Panamera,
6.0,Porsche,Panamera 4 Executive,Sedan,2023,Panamera,
6.0,Porsche,Panamera 4 ST,Sedan,2023,Panamera,
8.0,Porsche,Panamera Turbo S,Sedan,2023,Panamera,
8.0,Porsche,Panamera GTS,Sedan,2023,Panamera,
8.0,Porsche,Panamera GTS ST,Sedan,2023,Panamera,
8.0,Nissan,Titan 2WD,Truck,2023,Titan,
6.0,Honda,Ridgeline AWD,Truck,2023,Ridgeline,
8.0,Nissan,Titan 4WD,Truck,2023,Titan,
8.0,Nissan,Titan 4WD PRO4X,Truck,2023,Titan,
4.0,Mercedes-Benz,GLA250,SUV,2023,GLA-Class,
4.0,Mercedes-Benz,GLB250,SUV,2023,GLB-Class,
4.0,Mercedes-Benz,GLA250 4matic,SUV,2023,GLA-Class,
6.0,Toyota,Sequoia 2WD,SUV,2023,Sequoia,Hybrid
4.0,Mercedes-Benz,CLA250,Sedan,2023,CLA-Class,
4.0,Volkswagen,Taos,SUV,2023,Taos,
4.0,Mercedes-Benz,CLA250 4matic,Sedan,2023,CLA-Class,
8.0,Porsche,Cayenne GTS,SUV,2023,Cayenne,
4.0,Audi,Q5 S-Line quattro,SUV,2023,Q5,Hybrid
4.0,Audi,Q5 Sportback S-line quattro,SUV,2023,Q5,Hybrid
4.0,Hyundai,Tucson Hybrid,SUV,2023,Tucson,Hybrid
4.0,Hyundai,Tucson Hybrid Blue,SUV,2023,Tucson,Hybrid
4.0,Hyundai,Tucson AWD,SUV,2023,Tucson,
6.0,Jeep,Wrangler 4dr EcoDiesel 4WD,SUV,2023,Wrangler,Diesel
6.0,Jeep,Wrangler Rubic 4dr EcoDiesel 4WD,SUV,2023,Wrangler,Diesel
4.0,Jeep,Wrangler 2dr 4WD,SUV,2023,Wrangler,
6.0,Jeep,Wrangler 2dr 4WD,SUV,2023,Wrangler,Hybrid
4.0,Jeep,Wrangler 4dr 4WD,SUV,2023,Wrangler,
6.0,Jeep,Wrangler 4dr 4WD,SUV,2023,Wrangler,Hybrid
8.0,Jeep,Wrangler 4dr 4WD,SUV,2023,Wrangler,
4.0,Mercedes-Benz,GLB250 4matic,SUV,2023,GLB-Class,
4.0,Volkswagen,Atlas 4motion,SUV,2023,Atlas,
6.0,Volkswagen,Atlas 4motion,SUV,2023,Atlas,
6.0,Volkswagen,Atlas Cross Sport 4motion,SUV,2023,Atlas,
4.0,Volkswagen,Atlas Cross Sport 4motion,SUV,2023,Atlas,
4.0,Volkswagen,Tiguan 4motion,SUV,2023,Tiguan,
4.0,Volkswagen,Tiguan R-Line 4motion,SUV,2023,Tiguan,
8.0,Audi,RS Q8,SUV,2023,RS Q8,Hybrid
4.0,Audi,Q7,SUV,2023,Q7,
6.0,Porsche,Cayenne,SUV,2023,Cayenne,
6.0,Porsche,Cayenne S,SUV,2023,Cayenne,
6.0,Porsche,Cayenne S Coupe,SUV,2023,Cayenne,
8.0,Porsche,Cayenne Turbo,SUV,2023,Cayenne,
8.0,Porsche,Cayenne Turbo GT,SUV,2023,Cayenne,
8.0,Porsche,Cayenne Turbo Coupe,SUV,2023,Cayenne,
8.0,Porsche,Cayenne GTS Coupe,SUV,2023,Cayenne,
4.0,Hyundai,Santa Fe FWD,SUV,2023,Santa Fe,
8.0,Audi,RS 6 Avant,Sedan,2023,RS,Hybrid
3.0,Mitsubishi,Mirage G4,Sedan,2023,Mirage,
4.0,Volkswagen,Jetta,Sedan,2023,Jetta,
4.0,Volkswagen,Jetta Sport/SE/SEL,Sedan,2023,Jetta,
4.0,Volvo,S60 B5,Sedan,2023,S60,Hybrid
4.0,Volvo,S60 B5 AWD,Sedan,2023,S60,Hybrid
6.0,Audi,S5 Sportback,Sedan,2023,S5,
6.0,Audi,RS 5 Sportback,Sedan,2023,RS,
4.0,BMW,530i Sedan,Sedan,2023,5 Series,
4.0,BMW,530i xDrive Sedan,Sedan,2023,5 Series,
6.0,BMW,540i xDrive Sedan,Sedan,2023,5 Series,Hybrid
8.0,BMW,M550i xDrive Sedan,Sedan,2023,5 Series,
8.0,BMW,M5 Sedan,Sedan,2023,M,
8.0,BMW,M5 Competition Sedan,Sedan,2023,M,
4.0,Cadillac,CT5 AWD,Sedan,2023,CT5,
4.0,Cadillac,CT5,Sedan,2023,CT5,
6.0,Cadillac,CT5,Sedan,2023,CT5,
6.0,Cadillac,CT5 V,Sedan,2023,CT5,
6.0,Cadillac,CT5 AWD,Sedan,2023,CT5,
4.0,Volvo,S90 B6 AWD,Sedan,2023,S90,Hybrid
4.0,Hyundai,Sonata Hybrid,Sedan,2023,Sonata,Hybrid
4.0,Hyundai,Sonata Hybrid Blue,Sedan,2023,Sonata,Hybrid
4.0,Volvo,V60CC B5 AWD,Sedan,2023,V60,Hybrid
4.0,Volvo,V90CC B6 AWD,Sedan,2023,V90,Hybrid
4.0,BMW,X3 sDrive30i,SUV,2023,X3,
4.0,Hyundai,Kona N,SUV,2023,Kona,
4.0,Hyundai,Santa Cruz FWD,SUV,2023,Santa Cruz,
3.0,Mitsubishi,Mirage,Sedan,2023,Mirage,
4.0,Kia,Sorento Hybrid FWD,SUV,2023,Sorento,Hybrid
6.0,Cadillac,CT4 V,Sedan,2023,CT4,
4.0,BMW,230i xDrive Coupe,Sedan,2023,2 Series,
6.0,BMW,M240i Coupe,Sedan,2023,2 Series,
6.0,BMW,M240i xDrive Coupe,Sedan,2023,2 Series,
4.0,BMW,430i xDrive Coupe,Sedan,2023,4 Series,
4.0,BMW,430i xDrive Convertible,Sedan,2023,4 Series,
6.0,BMW,M440i Coupe,Sedan,2023,4 Series,Hybrid
6.0,BMW,M440i xDrive Coupe,Sedan,2023,4 Series,Hybrid
6.0,BMW,M440i Convertible,Sedan,2023,4 Series,Hybrid
6.0,BMW,M440i xDrive Convertible,Sedan,2023,4 Series,Hybrid
6.0,BMW,M4 Coupe,Sedan,2023,M,
6.0,BMW,M4 Competition Coupe,Sedan,2023,M,
6.0,BMW,M4 Competition M xDrive Coupe,Sedan,2023,M,
6.0,BMW,M4 Competition M xDrive Convertible,Sedan,2023,M,
8.0,Ferrari,Roma,Sedan,2023,Roma,
6.0,Audi,S4,Sedan,2023,S4,
4.0,BMW,228i xDrive Gran Coupe,Sedan,2023,2 Series,
4.0,BMW,228i Gran Coupe,Sedan,2023,2 Series,
6.0,BMW,M340i xDrive Sedan,Sedan,2023,3 Series,Hybrid
6.0,BMW,M3 Sedan,Sedan,2023,M,
6.0,BMW,M3 Competition Sedan,Sedan,2023,M,
6.0,BMW,M3 Competition M xDrive Sedan,Sedan,2023,M,
6.0,BMW,M440i Gran Coupe,Sedan,2023,4 Series,Hybrid
6.0,BMW,M440i xDrive Gran Coupe,Sedan,2023,4 Series,Hybrid
4.0,Cadillac,CT4,Sedan,2023,CT4,
4.0,Cadillac,CT4 AWD,Sedan,2023,CT4,
4.0,Cadillac,CT4 V,Sedan,2023,CT4,
4.0,Cadillac,CT4 V AWD,Sedan,2023,CT4,
4.0,Volvo,XC60 B5,SUV,2023,XC60,Hybrid
4.0,Volvo,XC40 B4,SUV,2023,XC40,Hybrid
6.0,Audi,SQ5,SUV,2023,SQ5,
6.0,BMW,X6 xDrive40i,SUV,2023,X6,Hybrid
8.0,BMW,X6 M50i,SUV,2023,X6,
8.0,BMW,X6 M,SUV,2023,X6,
8.0,BMW,X6 M Competition,SUV,2023,X6,
6.0,Cadillac,Escalade 4WD,SUV,2023,Escalade,Diesel
8.0,Cadillac,Escalade V 4WD,SUV,2023,Escalade,
6.0,Chevrolet,Tahoe 4WD,SUV,2023,Tahoe,Diesel
6.0,Chevrolet,Suburban 4WD,SUV,2023,Suburban,Diesel
6.0,GMC,Yukon XL 4WD,SUV,2023,Yukon,Diesel
6.0,GMC,Yukon 4WD,SUV,2023,Yukon,Diesel
8.0,Jeep,Grand Cherokee 4WD,SUV,2023,Grand Cherokee,
6.0,Jeep,Grand Cherokee L 4WD,SUV,2023,Grand Cherokee,
8.0,Jeep,Grand Cherokee L 4WD,SUV,2023,Grand Cherokee,
4.0,Volvo,XC90 B5 AWD,SUV,2023,XC90,Hybrid
4.0,Volvo,XC90 B6 AWD,SUV,2023,XC90,Hybrid
4.0,BMW,430i Coupe,Sedan,2023,4 Series,
4.0,BMW,430i Convertible,Sedan,2023,4 Series,
6.0,BMW,M340i Sedan,Sedan,2023,3 Series,Hybrid
4.0,BMW,430i Gran Coupe,Sedan,2023,4 Series,
4.0,Lexus,UX 250h,Sedan,2023,UX,Hybrid
4.0,Lexus,UX 250h AWD,Sedan,2023,UX,Hybrid
8.0,Audi,RS 7,Sedan,2023,RS,Hybrid
4.0,Hyundai,Venue,Sedan,2023,Venue,
6.0,Infiniti,Q50,Sedan,2023,Q50,
6.0,Infiniti,Q50 AWD,Sedan,2023,Q50,
6.0,Infiniti,Q50 Red Sport,Sedan,2023,Q50,
6.0,Infiniti,Q50 Red Sport  AWD,Sedan,2023,Q50,
6.0,Audi,A8 L,Sedan,2023,A8,Hybrid
8.0,BMW,X5 M Competition,SUV,2023,X5,
8.0,BMW,X5 M,SUV,2023,X5,
8.0,BMW,X5 M50i,SUV,2023,X5,
6.0,BMW,X5 xDrive40i,SUV,2023,X5,Hybrid
6.0,Audi,SQ5 Sportback,SUV,2023,SQ5,
4.0,Audi,Q3 S-Line,SUV,2023,Q3,
4.0,BMW,X3 xDrive30i,SUV,2023,X3,
6.0,BMW,X3 M40i,SUV,2023,X3,Hybrid
6.0,BMW,X3 M,SUV,2023,X3,
6.0,BMW,X3 M Competition,SUV,2023,X3,
4.0,BMW,X4 xDrive30i,SUV,2023,X4,
6.0,BMW,X4 M40i,SUV,2023,X4,Hybrid
6.0,BMW,X4 M,SUV,2023,X4,
6.0,BMW,X4 M Competition,SUV,2023,X4,
4.0,Hyundai,Santa Cruz AWD,SUV,2023,Santa Cruz,
8.0,Jaguar,F-Pace SVR,SUV,2023,F-Pace,
4.0,Kia,Sorento Hybrid AWD,SUV,2023,Sorento,Hybrid
,Cadillac,LYRIQ,SUV,2023,LYRIQ,EV
6.0,Maserati,Grecale Trofeo,SUV,2023,Grecale,
4.0,Maserati,Grecale GT,SUV,2023,Grecale,Hybrid
4.0,Volvo,XC60 B5 AWD,SUV,2023,XC60,Hybrid
4.0,Volvo,XC60 B6 AWD,SUV,2023,XC60,Hybrid
4.0,Volvo,XC40 B5 AWD,SUV,2023,XC40,Hybrid
6.0,BMW,X5 sDrive40i,SUV,2023,X5,Hybrid
6.0,Cadillac,Escalade 2WD,SUV,2023,Escalade,Diesel
6.0,Chevrolet,Tahoe 2WD,SUV,2023,Tahoe,Diesel
6.0,Chevrolet,Suburban 2WD,SUV,2023,Suburban,Diesel
6.0,Dodge,Durango RWD,SUV,2023,Durango,
6.0,GMC,Yukon 2WD,SUV,2023,Yukon,Diesel
6.0,GMC,Yukon XL 2WD,SUV,2023,Yukon,Diesel
6.0,Jeep,Grand Cherokee L 2WD,SUV,2023,Grand Cherokee,
8.0,Audi,SQ7,SUV,2023,SQ7,
8.0,Audi,SQ8,SUV,2023,SQ8,
4.0,Maserati,Grecale Modena,SUV,2023,Grecale,Hybrid
4.0,Subaru,WRX,Sedan,2023,WRX,
,Audi,e-tron S Sportback (20 inch wheels),SUV,2023,e-tron S,EV
6.0,Chrysler,300 AWD,Sedan,2023,300,
4.0,Kia,Niro Plug-in Hybrid,Sedan,2023,Niro,Plug-in Hybrid
4.0,Kia,Sorento Plug-in Hybrid,SUV,2023,Sorento,Plug-in Hybrid
4.0,Kia,Sportage Plug-in Hybrid,SUV,2023,Sportage,Plug-in Hybrid
6.0,Land Rover,New Range Rover P440 PHEV,SUV,2023,Range Rover,Plug-in Hybrid
6.0,Land Rover,New Range Rover Sport P440 PHEV,SUV,2023,Range Rover,Plug-in Hybrid
4.0,Lincoln,Corsair AWD PHEV,SUV,2023,Corsair,Plug-in Hybrid
4.0,Subaru,Crosstrek Hybrid AWD,SUV,2023,Crosstrek,Plug-in Hybrid
6.0,Lexus,LS 500h,Sedan,2023,LS,Hybrid
6.0,Jeep,Grand Cherokee 2WD,SUV,2023,Grand Cherokee,
6.0,Jeep,Grand Cherokee 4WD,SUV,2023,Grand Cherokee,
,Ford,Mustang Mach-E AWD,SUV,2023,Mustang Mach-E,EV
,Ford,Mustang Mach-E AWD Extended,SUV,2023,Mustang Mach-E,EV
,Ford,MUSTANG MACH-E CAL RT 1 ER AWD,SUV,2023,Mustang Mach-E,EV
,Ford,Mustang Mach-E GT,SUV,2023,Mustang Mach-E,EV
4.0,GMC,Canyon 2WD,Truck,2023,Canyon,
6.0,Cadillac,CT5 V AWD,Sedan,2023,CT5,
4.0,Mercedes-Benz,AMG C43 4matic,Sedan,2023,C-Class,Hybrid
6.0,Porsche,911 Carrera T,Sedan,2023,911,
4.0,Ford,Escape FWD PHEV,SUV,2023,Escape,Plug-in Hybrid
4.0,Toyota,Prius Prime SE,Sedan,2023,Prius Prime,Plug-in Hybrid
4.0,Toyota,Prius Prime,Sedan,2023,Prius Prime,Plug-in Hybrid
,Lordstown,Endurance,Truck,2023,Endurance,EV
,Ford,Mustang Mach-E RWD Extended,SUV,2023,Mustang Mach-E,EV
,Ford,Mustang Mach-E RWD,SUV,2023,Mustang Mach-E,EV
,Ford,Mustang Mach-E GT Performance,SUV,2023,Mustang Mach-E,EV
4.0,Toyota,RAV4 Prime 4WD,SUV,2023,RAV4 Prime,Plug-in Hybrid
4.0,Chevrolet,Colorado Mud Terrain Tires 4WD,Truck,2023,Colorado,
8.0,Ferrari,SF90 Stradale,Two Seaters,2023,SF90 Stradale,Plug-in Hybrid
6.0,Ferrari,296 GTB Spider,Two Seaters,2023,296 GTB Spider,Plug-in Hybrid
6.0,Ford,Explorer FFV AWD,SUV,2023,Explorer,FFV
6.0,Honda,Pilot AWD,SUV,2023,Pilot,
6.0,Honda,Pilot AWD Touring/Elite/Black,SUV,2023,Pilot,
6.0,Honda,Pilot AWD TrailSport,SUV,2023,Pilot,
6.0,Lincoln,Navigator 4WD,SUV,2023,Navigator,
8.0,Nissan,Armada 4WD,SUV,2023,Armada,
8.0,Mercedes-Benz,AMG SL63 4matic Plus,Sedan,2023,SL-Class,
8.0,Mercedes-Benz,AMG SL55 4matic Plus,Sedan,2023,SL-Class,
8.0,Mercedes-Benz,AMG C63 S Convertible,Sedan,2023,C-Class,
8.0,Mercedes-Benz,AMG C63 S Coupe,Sedan,2023,C-Class,
4.0,Nissan,Sentra,Sedan,2023,Sentra,
4.0,Nissan,Sentra SR,Sedan,2023,Sentra,
4.0,BMW,330e xDrive Sedan,Sedan,2023,3 Series,Plug-in Hybrid
4.0,BMW,330e Sedan,Sedan,2023,3 Series,Plug-in Hybrid
6.0,Bentley,Bentayga Hybrid,SUV,2023,Bentayga,Plug-in Hybrid
4.0,Audi,Q5 TFSI e quattro,SUV,2023,Q5,Plug-in Hybrid
4.0,Chevrolet,Colorado 4WD,Truck,2023,Colorado,
4.0,Chevrolet,Colorado 2WD,Truck,2023,Colorado,
8.0,Ferrari,SF90 Spider,Two Seaters,2023,SF90 Spider,Plug-in Hybrid
12.0,Mercedes-Benz,Maybach S680 4matic,Sedan,2023,S-Class,
8.0,Mercedes-Benz,AMG G 63 4x4 Squared,SUV,2023,G-Class,
8.0,Mercedes-Benz,AMG G63,SUV,2023,G-Class,
6.0,Ford,Explorer AWD,SUV,2023,Explorer,
4.0,Audi,Q3,SUV,2023,Q3,
6.0,Porsche,911 GT3 RS,Two Seaters,2023,911,
4.0,Ford,Explorer Timberline AWD,SUV,2023,Explorer,
4.0,GMC,Canyon Mud Terrain Tires 4WD,Truck,2023,Canyon,
,Rivian,R1S 21 inch Performance Dual Large,SUV,2023,R1S,EV
,Rivian,R1S 21 inch Dual Large,SUV,2023,R1S,EV
,Rivian,R1S 20 inch All-Terrain Performance Dual Large,SUV,2023,R1S,EV
,Rivian,R1S 20 inch All-Terrain Dual Large,SUV,2023,R1S,EV
,Rivian,R1S 20 inch All-Terrain,SUV,2023,R1S,EV
,Nissan,ARIYA PLAT Plus e-4ORCE 87kWh 20,Sedan,2023,ARIYA,EV
,Nissan,ARIYA PLAT Plus e-4ORCE 87kWh 19,Sedan,2023,ARIYA,EV
,Nissan,ARIYA ENGAGE e-4ORCE 63kWh,Sedan,2023,ARIYA,EV
,Nissan,ARIYA ENG Plus/EVO Plus e-4ORCE 87kWh,Sedan,2023,ARIYA,EV
,Mazda,MX-30,Sedan,2023,MX-30,EV
,Lexus,RZ 450e AWD (20 inch Wheels),SUV,2023,RZ,EV
,Lexus,RZ 450e AWD (18 inch Wheels),SUV,2023,RZ,EV
,Ford,Mustang Mach-E RWD LFP,SUV,2023,Mustang Mach-E,EV
,Fisker,Ocean Extreme One,SUV,2023,Ocean,EV
6.0,INEOS Automotive,Grenadier Trialmaster Edition,SUV,2023,Grenadier,
6.0,INEOS Automotive,Grenadier,SUV,2023,Grenadier,
4.0,Toyota,Corolla Cross Hybrid AWD,SUV,2023,Corolla Cross,Hybrid
12.0,Pagani,Huayra,Two Seaters,2023,Huayra,
4.0,Mercedes-Benz,AMG SL43,Two Seaters,2023,SL-Class,Hybrid
6.0,RUF Automobile,T12/CTR3/CTR Anniversary,Two Seaters,2023,T12/CTR3/CTR Anniversary,
6.0,Porsche,911 Dakar,Sedan,2023,911,
5.0,Audi,RS3,Sedan,2023,RS,
,Rivian,R1S 22 inch Dual Large,SUV,2023,R1S,EV
12.0,Ferrari,F175 AHA,Sedan,2023,F175 AHA,
4.0,Chevrolet,Colorado ZR2 4WD,Truck,2023,Colorado,
4.0,GMC,Canyon AT4X 4WD,Truck,2023,Canyon,
4.0,Mercedes-Benz,GLC300,SUV,2023,GLC-Class,Hybrid
4.0,Mercedes-Benz,GLC300 4matic,SUV,2023,GLC-Class,Hybrid
8.0,Dodge,Challenger SRT Demon 170,Sedan,2023,Challenger,FFV
4.0,GMC,Canyon 4WD,Truck,2023,Canyon,
,Rivian,R1S 22 inch Performance Dual Large,SUV,2023,R1S,EV
,Rivian,R1T 21 inch Performance Dual Large,Truck,2023,R1T,EV
8.0,Ram,1500 2WD,Truck,2023,1500,
8.0,Ram,1500 4WD,Truck,2023,1500,
6.0,Mercedes-Benz,S580e 4matic,Sedan,2023,S-Class,Plug-in Hybrid
4.0,Mitsubishi,Outlander PHEV,SUV,2023,Outlander,Plug-in Hybrid
,Hyundai,Nexo,SUV,2023,Nexo,FCV
,Hyundai,Nexo Blue,SUV,2023,Nexo,FCV
,Toyota,Mirai LE,Sedan,2023,Mirai,FCV
,Toyota,Mirai Limited,Sedan,2023,Mirai,FCV
,Toyota,Mirai XLE,Sedan,2023,Mirai,FCV
,Audi,e-tron S (21/22 inch wheels),SUV,2023,e-tron S,EV
,Audi,e-tron S Sportback (21/22 inch wheels),SUV,2023,e-tron S,EV
,BMW,i4 eDrive35 Gran Coupe (18 inch Wheels),Sedan,2023,i4,EV
,BMW,i4 eDrive35 Gran Coupe (19 inch Wheels),Sedan,2023,i4,EV
,BMW,i4 eDrive40 Gran Coupe (19 inch Wheels),Sedan,2023,i4,EV
,Cadillac,LYRIQ AWD,SUV,2023,LYRIQ,EV
,Hyundai,Ioniq 6 Long range AWD (18 inch Wheels),Sedan,2023,Ioniq 6,EV
,Hyundai,Ioniq 6 Long range AWD (20 inch Wheels),Sedan,2023,Ioniq 6,EV
,Rivian,R1T 22 inch Dual Large,Truck,2023,R1T,EV
,Rivian,R1T 22 inch Performance Dual Large,Truck,2023,R1T,EV
,Vinfast,VF 8 Eco,SUV,2023,VF 8,EV
,Vinfast,VF 8 Plus,SUV,2023,VF 8,EV
8.0,Porsche,Panamera Turbo S Executive,Sedan,2023,Panamera,
8.0,Porsche,Panamera Turbo S ST,Sedan,2023,Panamera,
,Rivian,R1T 21 inch Dual Large,Truck,2023,R1T,EV
6.0,Porsche,Cayenne Coupe,SUV,2023,Cayenne,
4.0,Volvo,XC60 T8 AWD Recharge,SUV,2023,XC60,Plug-in Hybrid
4.0,Volvo,S60 T8 AWD Recharge,Sedan,2023,S60,Plug-in Hybrid
8.0,BMW,XM,SUV,2023,XM,Plug-in Hybrid
,Hyundai,Ioniq 6 Standard Range RWD,Sedan,2023,Ioniq 6,EV
,Hyundai,Ioniq 6 Long range RWD (20 inch Wheels),Sedan,2023,Ioniq 6,EV
,Hyundai,Ioniq 6 Long range RWD (18 inch Wheels),Sedan,2023,Ioniq 6,EV
4.0,Volvo,XC90 T8 AWD Recharge,SUV,2023,XC90,Plug-in Hybrid
6.0,Ford,Explorer HEV AWD,SUV,2023,Explorer,Hybrid
4.0,Nissan,Versa,Sedan,2023,Versa,
4.0,Mazda,3 4-Door 4WD,Sedan,2023,3,
4.0,Mazda,3 4-Door 2WD,Sedan,2023,3,
6.0,Nissan,GT-R,Sedan,2023,GT-R,
8.0,Lexus,RC F,Sedan,2023,RC,
4.0,Ford,Mustang HO Convertible,Sedan,2023,Mustang,
